0.04	2.3661E-7	4.4677E-7	6.1476E-7	1.7757E-7	1.4523E-7	4.8491E-8	-9.8824E-9	8.1501E-8	-9.4317E-8	3.3656E-8	3.3656E-8	6.4096E-9	1.3996E-7	3.0213E-8
0.02	-2.5862E-7	-1.1443E-7	-2.257E-8	-3.1803E-7	-2.2946E-7	-3.3119E-7	-2.8838E-7	-3.1133E-8	-5.4156E-7	-1.8822E-7	-1.8822E-7	-2.9046E-7	-1.7815E-7	-2.6752E-7
0	-6.6097E-7	-6.7722E-7	-6.1457E-7	-7.619E-7	-6.6609E-7	-5.2589E-7	-6.759E-7	-5.765E-7	-7.7936E-7	-6.0232E-8	-6.0232E-8	-4.7397E-7	-6.2777E-7	-5.5418E-7
-0.02	-1.2993E-6	-1.2282E-6	-1.226E-6	-1.1436E-6	-1.0969E-6	-1.0899E-6	-7.6472E-7	-9.2703E-7	-1.0324E-6	-9.5895E-7	-9.5895E-7	-7.8184E-7	-9.8116E-7	-8.011E-7
-0.04	-1.5253E-6	-1.7127E-6	-1.7314E-6	-1.687E-6	-1.3648E-6	-1.3959E-6	-1.1806E-6	-1.1337E-6	-1.1115E-6	-7.7042E-7	-7.7042E-7	-1.06E-6	-1.2688E-6	-1.1111E-6
-0.06	-2.1397E-6	-2.3398E-6	-2.3616E-6	-2.0959E-6	-1.7396E-6	-1.4724E-6	-1.513E-6	-1.3694E-6	-1.4894E-6	-1.4506E-6	-1.4506E-6	-1.3567E-6	-1.4544E-6	-1.3806E-6
-0.08	-2.7405E-6	-2.876E-6	-2.9294E-6	-2.5808E-6	-2.2182E-6	-1.717E-6	-1.6952E-6	-1.3941E-6	-1.7261E-6	-1.6635E-6	-1.6635E-6	-1.5533E-6	-1.9706E-6	-1.7043E-6
-0.1	-3.1964E-6	-3.4459E-6	-3.4372E-6	-3.0836E-6	-2.6075E-6	-2.0799E-6	-1.984E-6	-1.9941E-6	-2.043E-6	-1.6035E-6	-1.6035E-6	-1.9019E-6	-2.3774E-6	-1.9575E-6
-0.12	-3.7695E-6	-3.9715E-6	-4.0366E-6	-3.4517E-6	-3.0111E-6	-2.6256E-6	-2.2041E-6	-2.3844E-6	-2.3692E-6	-2.4122E-6	-2.4122E-6	-2.1751E-6	-2.5231E-6	-2.2866E-6
-0.14	-4.0756E-6	-4.5454E-6	-4.5941E-6	-4.0081E-6	-3.4209E-6	-2.9614E-6	-2.684E-6	-2.9393E-6	-2.7655E-6	-2.759E-6	-2.759E-6	-2.5688E-6	-2.9422E-6	-2.5786E-6
-0.16	-4.9401E-6	-5.2282E-6	-5.2347E-6	-4.5177E-6	-3.9814E-6	-3.2853E-6	-3.0362E-6	-2.9403E-6	-3.0407E-6	-3.3175E-6	-3.3175E-6	-2.8247E-6	-3.1138E-6	-2.8995E-6
-0.18	-5.6179E-6	-5.9052E-6	-5.9113E-6	-5.0772E-6	-4.2708E-6	-3.5544E-6	-3.4266E-6	-3.0747E-6	-3.4509E-6	-3.3685E-6	-3.3685E-6	-3.2526E-6	-3.8271E-6	-3.2992E-6
-0.2	-6.0897E-6	-6.4451E-6	-6.8E-6	-5.4867E-6	-4.7792E-6	-3.9062E-6	-3.7782E-6	-3.9684E-6	-3.8309E-6	-4.016E-6	-4.016E-6	-3.7337E-6	-4.0618E-6	-3.7761E-6
-0.22	-7.0439E-6	-7.0391E-6	-7.642E-6	-5.9798E-6	-5.2327E-6	-4.1105E-6	-4.267E-6	-4.3267E-6	-4.4085E-6	-4.4709E-6	-4.4709E-6	-4.0427E-6	-4.4417E-6	-4.1155E-6
-0.24	-7.0417E-6	-7.6718E-6	-8.3421E-6	-6.7066E-6	-5.9335E-6	-4.8148E-6	-4.9936E-6	-4.8444E-6	-4.8101E-6	-4.6455E-6	-4.6455E-6	-4.6135E-6	-4.9935E-6	-4.6021E-6
-0.26	-7.835E-6	-8.422E-6	-8.8124E-6	-7.6176E-6	-6.7528E-6	-5.0096E-6	-5.6856E-6	-5.1512E-6	-5.2451E-6	-5.5343E-6	-5.5343E-6	-5.2257E-6	-5.3115E-6	-4.9886E-6
-0.28	-8.7231E-6	-9.288E-6	-9.9965E-6	-8.2865E-6	-7.2904E-6	-5.6801E-6	-6.19E-6	-5.5975E-6	-5.7576E-6	-6.0095E-6	-6.0095E-6	-5.739E-6	-5.9736E-6	-5.6985E-6
-0.3	-9.7421E-6	-1.0493E-5	-1.0288E-5	-9.1781E-6	-8.1918E-6	-6.1604E-6	-6.8532E-6	-6.5334E-6	-6.5013E-6	-7.1165E-6	-7.1165E-6	-6.7755E-6	-6.7612E-6	-6.2346E-6
-0.32	-1.0557E-5	-1.1456E-5	-1.123E-5	-1.0032E-5	-9.3963E-6	-6.7785E-6	-7.7411E-6	-7.314E-6	-7.1086E-6	-7.8152E-6	-7.8152E-6	-7.1775E-6	-7.5282E-6	-7.0467E-6
-0.34	-1.1251E-5	-1.1829E-5	-1.2042E-5	-1.1172E-5	-9.903E-6	-8.1009E-6	-8.4492E-6	-8.0667E-6	-8.116E-6	-8.8199E-6	-8.8199E-6	-8.2251E-6	-8.0868E-6	-7.8092E-6
-0.36	-1.2503E-5	-1.2788E-5	-1.2703E-5	-1.1955E-5	-1.074E-5	-8.8239E-6	-9.7847E-6	-9.1661E-6	-9.1116E-6	-9.6822E-6	-9.6822E-6	-9.1777E-6	-8.9693E-6	-8.5725E-6
