Energy	lambda	cap	A	QWidth	T0	T1	error
5.707267e-01	7.730052e-01	-1.088829e-01	-5.924600e-01	6.983491e-02	2.980000e+02	3.000000e+02	1.68592
7.752474e-01	1.249987e+00	-1.363430e-01	-7.231627e-01	1.917689e-02	2.980000e+02	3.000000e+02	2.33102
6.621686e-01	7.817813e-01	-1.702444e-01	-5.182961e-01	4.687866e-02	2.980000e+02	3.000000e+02	1.82439
5.074568e-01	7.012224e-01	-1.071523e-01	-5.471947e-01	4.250438e-02	2.980000e+02	3.000000e+02	1.58224
5.294706e-01	1.243466e+00	-2.130802e-01	-6.036464e-01	1.891429e-04	2.980000e+02	3.000000e+02	2.87197
5.532921e-01	6.953253e-01	-1.994615e-01	-7.649676e-01	4.167820e-02	2.980000e+02	3.000000e+02	2.03337
5.807853e-01	8.294094e-01	-1.060182e-01	-5.868264e-01	7.683763e-02	2.980000e+02	3.000000e+02	1.67162
3.836131e-01	5.447615e-01	-1.456131e-01	-9.626790e-01	1.040451e-01	2.980000e+02	3.000000e+02	1.99297
7.384740e-01	9.266479e-01	-1.464443e-01	-5.574813e-01	1.963308e-02	2.980000e+02	3.000000e+02	1.70222
8.253832e-01	1.123055e+00	-6.670142e-02	-6.482146e-01	3.824967e-02	2.980000e+02	3.000000e+02	1.74531
6.329279e-01	4.895683e-01	-2.469176e-01	-8.349533e-01	1.942502e-02	2.980000e+02	3.000000e+02	2.36431
8.983701e-01	8.550715e-01	-8.180229e-02	-5.504582e-01	6.942253e-02	2.980000e+02	3.000000e+02	2.34045
4.257075e-01	8.921338e-01	-4.131102e-02	-6.133201e-01	6.312170e-02	2.980000e+02	3.000000e+02	2.43946
5.994968e-01	8.156344e-01	-1.614565e-01	-5.486593e-01	6.202991e-02	2.980000e+02	3.000000e+02	1.73691
5.170433e-01	6.208093e-01	-1.940451e-01	-6.001072e-01	1.102266e-02	2.980000e+02	3.000000e+02	1.91533
7.893005e-01	1.036283e+00	-1.116216e-01	-7.661143e-01	2.016670e-02	2.980000e+02	3.000000e+02	1.89439
5.072487e-01	9.932900e-01	-1.309157e-01	-5.184378e-01	4.864909e-02	2.980000e+02	3.000000e+02	2.56475
8.101582e-01	1.076143e+00	-1.383257e-01	-5.103809e-01	9.813454e-02	2.980000e+02	3.000000e+02	1.63649
3.904614e-01	6.127538e-01	-1.059625e-01	-6.467490e-01	6.041971e-02	2.980000e+02	3.000000e+02	1.79712
7.587358e-01	1.023883e+00	-1.076107e-01	-9.618705e-01	1.081300e-01	2.980000e+02	3.000000e+02	1.90163
6.681340e-01	1.115110e+00	-1.332044e-01	-9.588041e-01	1.059686e-01	2.980000e+02	3.000000e+02	2.22142
4.970913e-01	6.641668e-01	-1.932287e-01	-6.318793e-01	5.682782e-02	2.980000e+02	3.000000e+02	1.88717
3.531125e-01	9.912553e-01	-2.208882e-01	-5.627984e-01	1.162679e-01	2.980000e+02	3.000000e+02	2.89868
5.596511e-01	7.385650e-01	-1.578175e-01	-6.500595e-01	2.897458e-02	2.980000e+02	3.000000e+02	1.82728
9.604397e-01	1.262567e+00	-1.091242e-01	-5.259696e-01	3.185739e-02	2.980000e+02	3.000000e+02	1.59413
9.661771e-01	1.285595e+00	-1.200893e-01	-5.177084e-01	9.918104e-03	2.980000e+02	3.000000e+02	1.69133
7.689948e-01	1.055374e+00	-8.850333e-02	-5.283323e-01	4.150891e-02	2.980000e+02	3.000000e+02	1.63232
9.424876e-01	1.211803e+00	-1.923634e-01	-7.266692e-01	4.349320e-02	2.980000e+02	3.000000e+02	1.86887
5.658839e-01	7.669117e-01	-1.111652e-01	-5.235016e-01	2.135720e-02	2.980000e+02	3.000000e+02	1.55384
6.553669e-01	1.097548e+00	-1.366538e-01	-5.439786e-01	1.103555e-01	2.980000e+02	3.000000e+02	2.38855
3.429418e-01	6.070528e-01	-1.531173e-01	-5.036589e-01	2.189490e-02	2.980000e+02	3.000000e+02	2.31972
7.671262e-01	8.095941e-01	-1.501042e-01	-5.306666e-01	7.366409e-02	2.980000e+02	3.000000e+02	2.16910
6.684168e-01	8.656200e-01	-1.427002e-01	-6.970410e-01	4.493569e-02	2.980000e+02	3.000000e+02	1.86780
8.244159e-01	1.072403e+00	-1.375207e-01	-5.050295e-01	5.799758e-02	2.980000e+02	3.000000e+02	1.52344
5.846000e-01	7.509047e-01	-1.271879e-01	-9.514725e-01	8.841967e-02	2.980000e+02	3.000000e+02	2.08383
2.353364e-01	1.390711e+00	-1.757379e-01	-6.046893e-01	6.351039e-02	2.980000e+02	3.000000e+02	3.21387
5.760136e-01	7.037984e-01	-1.944981e-01	-6.199233e-01	4.405877e-02	2.980000e+02	3.000000e+02	1.88008
5.949995e-01	7.292719e-01	-1.793104e-01	-5.535376e-01	1.185155e-01	2.980000e+02	3.000000e+02	1.75204
8.151865e-01	1.035454e+00	-1.649700e-01	-9.282746e-01	8.098948e-02	2.980000e+02	3.000000e+02	2.01131
5.064845e-01	6.523699e-01	-1.332478e-01	-8.947666e-01	6.762902e-02	2.980000e+02	3.000000e+02	2.08914
6.900671e-01	8.593870e-01	-6.941325e-02	-5.394344e-01	1.850487e-02	2.980000e+02	3.000000e+02	1.99701
2.919096e-01	3.852688e-01	-1.758934e-01	-5.328842e-01	5.797314e-02	2.980000e+02	3.000000e+02	1.88208
6.102071e-01	8.182147e-01	-9.892260e-02	-5.200801e-01	1.212017e-02	2.980000e+02	3.000000e+02	1.62070
3.995994e-01	5.616497e-01	-1.348102e-01	-5.726734e-01	1.008537e-01	2.980000e+02	3.000000e+02	1.63249
8.042780e-01	1.025124e+00	-1.863605e-01	-5.070754e-01	2.006248e-02	2.980000e+02	3.000000e+02	1.69908
6.701865e-01	7.933269e-01	-2.362414e-01	-9.454289e-01	8.461986e-02	2.980000e+02	3.000000e+02	2.16190
2.607554e-01	4.720391e-01	-4.131008e-02	-5.128322e-01	3.110411e-02	2.980000e+02	3.000000e+02	1.74525
9.488390e-01	1.235205e+00	-9.538017e-02	-5.088315e-01	3.427115e-02	2.980000e+02	3.000000e+02	1.61525
1.658584e-01	2.646208e-01	-1.330038e-01	-5.035696e-01	1.133095e-01	2.980000e+02	3.000000e+02	1.97712
5.010704e-01	6.845918e-01	-1.088703e-01	-5.195156e-01	3.461175e-02	2.980000e+02	3.000000e+02	1.56216
1.853898e-01	3.317065e-01	-1.495563e-01	-5.768089e-01	7.299819e-02	2.980000e+02	3.000000e+02	2.20790
5.489397e-01	7.200783e-01	-1.665361e-01	-5.168359e-01	6.814602e-02	2.980000e+02	3.000000e+02	1.60771
6.428526e-01	7.428040e-01	-1.768534e-01	-5.020416e-01	4.343285e-02	2.980000e+02	3.000000e+02	1.85267
4.530144e-01	8.641830e-01	-2.251223e-01	-5.345269e-01	6.583562e-02	2.980000e+02	3.000000e+02	2.62608
9.471857e-01	6.949446e-01	-1.829660e-01	-6.087400e-01	3.257613e-02	2.980000e+02	3.000000e+02	2.38551
4.838528e-01	6.771354e-01	-1.039818e-01	-5.341918e-01	3.761916e-02	2.980000e+02	3.000000e+02	1.55374
8.739472e-01	1.133028e+00	-1.320108e-01	-7.940345e-01	4.912662e-02	2.980000e+02	3.000000e+02	1.89323
7.712734e-01	1.006987e+00	-1.776741e-01	-6.777344e-01	6.814627e-02	2.980000e+02	3.000000e+02	1.78829
9.841900e-01	1.257291e+00	-1.390230e-01	-7.119025e-01	4.306293e-02	2.980000e+02	3.000000e+02	1.81716
8.259302e-01	6.745370e-01	-1.415177e-01	-5.178226e-01	7.250481e-03	2.980000e+02	3.000000e+02	2.36666
6.488040e-01	7.768915e-01	-2.299487e-01	-8.398612e-01	4.787932e-02	2.980000e+02	3.000000e+02	2.12059
5.896408e-01	8.335698e-01	-7.140850e-02	-5.968120e-01	1.101948e-02	2.980000e+02	3.000000e+02	1.69194
5.035035e-01	7.463392e-01	-7.946700e-02	-6.525653e-01	7.514243e-02	2.980000e+02	3.000000e+02	1.71125
4.690143e-01	6.294220e-01	-1.394478e-01	-5.838321e-01	3.475501e-02	2.980000e+02	3.000000e+02	1.70061
6.628819e-01	8.581621e-01	-1.321985e-01	-5.912692e-01	4.538056e-02	2.980000e+02	3.000000e+02	1.71625
6.235319e-01	8.151985e-01	-1.775581e-01	-6.980656e-01	4.184463e-02	2.980000e+02	3.000000e+02	1.88619
7.011061e-01	8.888877e-01	-1.367026e-01	-7.783213e-01	3.223956e-02	2.980000e+02	3.000000e+02	1.99819
4.043049e-01	5.660044e-01	-1.189108e-01	-8.507783e-01	4.756856e-02	2.980000e+02	3.000000e+02	1.99666
8.935074e-01	1.167736e+00	-1.220401e-01	-5.084104e-01	2.652078e-02	2.980000e+02	3.000000e+02	1.54825
5.500986e-01	1.155798e+00	-1.553759e-01	-5.168446e-01	1.517920e-02	2.980000e+02	3.000000e+02	2.72867
2.177762e-01	1.105935e+00	-1.517589e-01	-5.137645e-01	3.353316e-02	2.980000e+02	3.000000e+02	3.09921
8.620638e-01	1.139640e+00	-1.255353e-01	-5.606171e-01	1.717548e-02	2.980000e+02	3.000000e+02	1.61348
7.583006e-01	9.342422e-01	-1.487374e-01	-5.021668e-01	6.888483e-02	2.980000e+02	3.000000e+02	1.69478
6.425083e-01	6.336019e-01	-1.205057e-01	-7.593140e-01	5.835797e-02	2.980000e+02	3.000000e+02	2.31473
9.815328e-01	1.192420e+00	-1.945477e-01	-7.483690e-01	8.626551e-02	2.980000e+02	3.000000e+02	1.93813
5.707267e-01	9.977276e-01	-1.088829e-01	-5.143580e-01	3.982845e-02	2.980000e+02	3.000000e+02	2.38067
4.800302e-01	6.411527e-01	-1.395445e-01	-7.127637e-01	7.315478e-02	2.980000e+02	3.000000e+02	1.88571
6.066170e-01	7.817813e-01	-1.667641e-01	-7.921027e-01	7.524266e-02	2.980000e+02	3.000000e+02	1.96570
2.900273e-01	4.388188e-01	-1.732196e-01	-6.583575e-01	4.250438e-02	2.980000e+02	3.000000e+02	2.05923
5.463646e-01	8.910856e-01	-1.370958e-01	-5.146098e-01	4.077669e-02	2.980000e+02	3.000000e+02	2.26366
2.774615e-01	1.292869e+00	-1.907629e-01	-5.006863e-01	7.445061e-02	2.980000e+02	3.000000e+02	3.16026
5.797680e-01	8.278125e-01	-9.060119e-02	-5.413170e-01	3.106920e-02	2.980000e+02	3.000000e+02	1.61496
7.862401e-01	9.929270e-01	-7.883570e-02	-5.649494e-01	1.087642e-01	2.980000e+02	3.000000e+02	1.92818
8.668637e-01	1.146333e+00	-1.112743e-01	-5.086288e-01	4.542694e-02	2.980000e+02	3.000000e+02	1.57122
7.278514e-01	1.162164e+00	-1.326507e-01	-5.231723e-01	3.108111e-02	2.980000e+02	3.000000e+02	2.33362
6.445207e-01	8.062803e-01	-1.607902e-01	-5.646404e-01	3.388518e-02	2.980000e+02	3.000000e+02	1.72720
8.983701e-01	1.143901e+00	-1.802933e-01	-8.910830e-01	3.495841e-02	2.980000e+02	3.000000e+02	1.99482
6.354356e-01	1.436319e+00	-1.636856e-01	-8.459813e-01	6.016714e-02	2.980000e+02	3.000000e+02	2.80013
3.756883e-01	5.427766e-01	-1.394434e-01	-5.629562e-01	9.670747e-02	2.980000e+02	3.000000e+02	1.68737
7.683568e-01	9.247125e-01	-1.796778e-01	-5.227283e-01	2.699301e-02	2.980000e+02	3.000000e+02	1.71230
5.078921e-01	6.160127e-01	-2.065562e-01	-8.815399e-01	4.146748e-02	2.980000e+02	3.000000e+02	2.15846
3.161677e-01	4.602697e-01	-1.686863e-01	-5.184378e-01	4.724353e-02	2.980000e+02	3.000000e+02	1.98922
6.192087e-01	5.269364e-01	-1.252086e-01	-5.346532e-01	2.726286e-02	2.980000e+02	3.000000e+02	2.34369
6.443635e-01	8.661126e-01	-1.088770e-01	-6.467490e-01	2.999599e-04	2.980000e+02	3.000000e+02	1.78169
8.049543e-01	5.386452e-01	-1.387547e-01	-5.023427e-01	3.707098e-02	2.980000e+02	3.000000e+02	2.39123
6.777214e-01	8.306294e-01	-2.230316e-01	-5.436919e-01	1.059686e-01	2.980000e+02	3.000000e+02	1.69176
7.668104e-01	6.641668e-01	-1.689350e-01	-7.285862e-01	5.395964e-03	2.980000e+02	3.000000e+02	2.35229
7.827984e-01	1.095768e+00	-2.208882e-01	-5.174556e-01	5.589795e-02	2.980000e+02	3.000000e+02	2.20077
4.066598e-01	6.172990e-01	-6.332586e-02	-9.140383e-01	1.899245e-02	2.980000e+02	3.000000e+02	1.91850
5.215771e-01	1.262567e+00	-2.005277e-01	-5.259696e-01	3.185739e-02	2.980000e+02	3.000000e+02	2.90368
6.515240e-01	1.123886e+00	-1.377690e-01	-5.113870e-01	8.505896e-02	2.980000e+02	3.000000e+02	2.46409
8.537594e-01	5.035688e-01	-1.862296e-01	-5.090216e-01	5.243263e-02	2.980000e+02	3.000000e+02	2.38683
6.898535e-01	9.268198e-01	-1.496414e-01	-8.570863e-01	6.815199e-02	2.980000e+02	3.000000e+02	1.90499
6.602956e-01	8.928309e-01	-1.111652e-01	-8.070463e-01	3.770018e-02	2.980000e+02	3.000000e+02	1.90586
3.544316e-01	5.556811e-01	-1.366538e-01	-5.783153e-01	4.040385e-02	2.980000e+02	3.000000e+02	1.94866
3.324222e-01	5.262951e-01	-1.373229e-01	-5.252312e-01	4.934151e-02	2.980000e+02	3.000000e+02	1.98139
7.193407e-01	9.982086e-01	-9.364469e-02	-6.252103e-01	7.586336e-02	2.980000e+02	3.000000e+02	1.69058
6.356442e-01	8.036409e-01	-1.427002e-01	-6.323215e-01	6.479105e-02	2.980000e+02	3.000000e+02	1.84887
8.596714e-01	1.072403e+00	-1.331894e-01	-5.050295e-01	1.794112e-02	2.980000e+02	3.000000e+02	1.65971
7.926999e-01	1.322456e+00	-1.376813e-01	-6.782424e-01	6.382989e-02	2.980000e+02	3.000000e+02	2.43431
8.365326e-01	7.089070e-01	-1.658252e-01	-6.046893e-01	8.419601e-03	2.980000e+02	3.000000e+02	2.35067
6.335500e-01	9.069910e-01	-1.638058e-01	-5.095397e-01	7.989878e-02	2.980000e+02	3.000000e+02	2.00693
7.867276e-01	8.314087e-01	-1.711769e-01	-5.620952e-01	1.185155e-01	2.980000e+02	3.000000e+02	2.16143
9.807797e-01	1.170965e+00	-2.210027e-01	-5.426330e-01	8.098948e-02	2.980000e+02	3.000000e+02	1.65760
8.121185e-01	4.284509e-01	-2.358230e-01	-7.730642e-01	7.984730e-02	2.980000e+02	3.000000e+02	2.37128
4.289595e-01	5.383862e-01	-1.365628e-01	-5.078723e-01	1.913950e-02	2.980000e+02	3.000000e+02	1.76227
7.466421e-01	9.823656e-01	-1.015465e-01	-8.330594e-01	2.067220e-03	2.980000e+02	3.000000e+02	1.96258
6.723506e-01	9.496648e-01	-1.016303e-01	-5.200801e-01	1.212017e-02	2.980000e+02	3.000000e+02	1.70407
2.880030e-01	4.521256e-01	-1.348102e-01	-5.726734e-01	4.231830e-02	2.980000e+02	3.000000e+02	1.90155
8.354683e-01	8.465118e-01	-2.314949e-01	-5.088535e-01	5.271288e-02	2.980000e+02	3.000000e+02	2.09283
8.480926e-01	1.093422e+00	-1.284243e-01	-5.761248e-01	4.120423e-02	2.980000e+02	3.000000e+02	1.63595
9.846830e-01	1.118805e+00	-2.696495e-01	-5.128322e-01	6.212008e-02	2.980000e+02	3.000000e+02	1.72427
5.640115e-01	9.881463e-01	-2.114754e-01	-5.972810e-01	1.669535e-02	2.980000e+02	3.000000e+02	2.53782
6.067589e-01	1.055001e+00	-1.645019e-01	-5.643777e-01	3.688144e-02	2.980000e+02	3.000000e+02	2.47989
5.010704e-01	7.045751e-01	-1.630842e-01	-5.195156e-01	9.854165e-02	2.980000e+02	3.000000e+02	1.82385
6.712317e-01	9.953909e-01	-1.891843e-01	-5.214332e-01	9.355820e-02	2.980000e+02	3.000000e+02	2.21667
5.452450e-01	7.521923e-01	-1.137540e-01	-5.277940e-01	6.597333e-02	2.980000e+02	3.000000e+02	1.54790
6.428526e-01	1.099576e+00	-9.849580e-02	-5.071309e-01	3.002770e-02	2.980000e+02	3.000000e+02	2.37770
8.653632e-01	8.641830e-01	-1.411166e-01	-7.537029e-01	4.482647e-02	2.980000e+02	3.000000e+02	2.30516
5.273262e-01	6.984602e-01	-1.561932e-01	-5.117474e-01	1.959452e-03	2.980000e+02	3.000000e+02	1.69001
6.827462e-01	8.236973e-01	-1.039818e-01	-9.039261e-01	3.761916e-02	2.980000e+02	3.000000e+02	2.16694
8.186143e-01	1.051173e+00	-1.505866e-01	-5.131434e-01	2.052006e-02	2.980000e+02	3.000000e+02	1.54465
4.845619e-01	6.566990e-01	-1.503427e-01	-5.106383e-01	3.174838e-02	2.980000e+02	3.000000e+02	1.65340
4.957643e-01	1.257291e+00	-1.757669e-01	-5.536300e-01	9.372083e-02	2.980000e+02	3.000000e+02	2.89924
6.548264e-01	1.088006e+00	-2.243675e-01	-8.113826e-01	7.345989e-02	2.980000e+02	3.000000e+02	2.35958
6.670553e-01	5.529504e-01	-1.133521e-01	-5.167488e-01	2.331433e-02	2.980000e+02	3.000000e+02	2.36307
6.262866e-01	1.275123e+00	-9.423845e-02	-5.506744e-01	3.504828e-02	2.980000e+02	3.000000e+02	2.66978
5.163405e-01	6.925723e-01	-1.327882e-01	-9.059411e-01	5.206283e-02	2.980000e+02	3.000000e+02	2.03070
9.277418e-01	1.185251e+00	-1.660521e-01	-5.070513e-01	3.475501e-02	2.980000e+02	3.000000e+02	1.59180
6.326770e-01	7.885470e-01	-1.864042e-01	-8.418758e-01	4.538056e-02	2.980000e+02	3.000000e+02	2.07320
8.363448e-01	9.138734e-01	-1.288577e-01	-8.519914e-01	1.155488e-01	2.980000e+02	3.000000e+02	2.24728
6.548813e-01	8.377104e-01	-1.569705e-01	-5.032189e-01	3.223956e-02	2.980000e+02	3.000000e+02	1.54850
7.086357e-01	9.243156e-01	-1.438046e-01	-5.853090e-01	2.430614e-02	2.980000e+02	3.000000e+02	1.66230
9.193411e-01	1.167736e+00	-1.987602e-01	-5.541114e-01	2.694754e-02	2.980000e+02	3.000000e+02	1.75646
9.390973e-01	1.136268e+00	-2.168893e-01	-5.038909e-01	7.146194e-02	2.980000e+02	3.000000e+02	1.56945
3.976858e-01	5.952411e-01	-9.599233e-02	-5.226989e-01	3.946345e-02	2.980000e+02	3.000000e+02	1.58378
8.587217e-01	1.155402e+00	-1.561581e-01	-8.252449e-01	5.205319e-03	2.980000e+02	3.000000e+02	1.93183
4.696847e-01	9.947931e-01	-1.487374e-01	-5.031667e-01	4.069977e-03	2.980000e+02	3.000000e+02	2.67162
7.094869e-01	8.947778e-01	-1.456919e-01	-5.542094e-01	2.088033e-02	2.980000e+02	3.000000e+02	1.68838
7.285783e-01	9.453629e-01	-1.487363e-01	-8.441563e-01	1.191977e-03	2.980000e+02	3.000000e+02	2.01299
8.491638e-01	7.730052e-01	-1.088829e-01	-5.924600e-01	6.562042e-02	2.980000e+02	3.000000e+02	2.35096
6.483612e-01	1.249987e+00	-1.179093e-01	-8.131033e-01	5.496798e-02	2.980000e+02	3.000000e+02	2.56175
6.066170e-01	9.908787e-01	-1.633858e-01	-5.229925e-01	7.169393e-02	2.980000e+02	3.000000e+02	2.36310
5.634271e-01	7.447015e-01	-1.383503e-01	-6.577410e-01	4.889246e-02	2.980000e+02	3.000000e+02	1.80998
7.752968e-01	7.407929e-01	-1.510160e-01	-5.110905e-01	1.891429e-04	2.980000e+02	3.000000e+02	2.26946
5.889414e-01	8.542328e-01	-1.365253e-01	-5.349690e-01	6.992596e-02	2.980000e+02	3.000000e+02	1.89221
6.553228e-01	8.278125e-01	-9.060119e-02	-5.258724e-01	6.296587e-02	2.980000e+02	3.000000e+02	1.90096
5.458214e-01	6.772853e-01	-1.873915e-01	-8.773398e-01	4.901511e-02	2.980000e+02	3.000000e+02	2.11794
6.823632e-01	1.146333e+00	-1.494511e-01	-9.789084e-01	4.144292e-02	2.980000e+02	3.000000e+02	2.23657
6.391753e-01	7.970013e-01	-1.857931e-01	-5.323229e-01	5.369856e-02	2.980000e+02	3.000000e+02	1.65047
5.051016e-01	8.714264e-01	-1.287586e-01	-5.289191e-01	3.943093e-02	2.980000e+02	3.000000e+02	2.33008
8.983701e-01	1.139562e+00	-7.592563e-02	-6.053282e-01	5.321512e-02	2.980000e+02	3.000000e+02	1.88428
6.148374e-01	8.081992e-01	-1.284485e-01	-6.948115e-01	6.251817e-02	2.980000e+02	3.000000e+02	1.85419
6.205823e-01	8.371719e-01	-1.618998e-01	-5.447038e-01	4.727238e-02	2.980000e+02	3.000000e+02	1.72685
4.216187e-01	6.197169e-01	-1.034029e-01	-9.384464e-01	2.775372e-02	2.980000e+02	3.000000e+02	1.96083
4.571084e-01	1.002610e+00	-1.103350e-01	-6.752070e-01	6.968154e-02	2.980000e+02	3.000000e+02	2.61389
5.085134e-01	6.810289e-01	-1.339913e-01	-5.081676e-01	5.451325e-02	2.980000e+02	3.000000e+02	1.51827
6.192087e-01	5.654586e-01	-1.182634e-01	-8.098074e-01	6.269645e-02	2.980000e+02	3.000000e+02	2.35729
5.949556e-01	8.862006e-01	-1.264973e-01	-8.253924e-01	1.022050e-01	2.980000e+02	3.000000e+02	1.83948
5.696754e-01	7.716164e-01	-1.855203e-01	-5.164395e-01	4.328925e-02	2.980000e+02	3.000000e+02	1.89301
3.912754e-01	1.115110e+00	-1.291680e-01	-5.877881e-01	5.187207e-02	2.980000e+02	3.000000e+02	2.87479
4.970913e-01	6.641668e-01	-1.081045e-01	-5.027601e-01	9.053305e-03	2.980000e+02	3.000000e+02	1.64561
8.347614e-01	9.912553e-01	-1.309159e-01	-5.326827e-01	4.098305e-02	2.980000e+02	3.000000e+02	1.93259
4.863765e-01	6.373112e-01	-1.510309e-01	-8.232338e-01	6.485915e-02	2.980000e+02	3.000000e+02	2.02026
2.772962e-01	3.946990e-01	-1.091242e-01	-7.838178e-01	7.115855e-02	2.980000e+02	3.000000e+02	1.99704
6.477807e-01	7.886551e-01	-1.781394e-01	-5.040890e-01	9.474964e-02	2.980000e+02	3.000000e+02	1.66410
8.537594e-01	6.099127e-01	-1.885361e-01	-5.126274e-01	5.243263e-02	2.980000e+02	3.000000e+02	2.38346
4.773686e-01	5.856661e-01	-2.065484e-01	-5.657591e-01	3.949625e-02	2.980000e+02	3.000000e+02	1.85642
6.960965e-01	8.763202e-01	-1.668247e-01	-9.465692e-01	3.955435e-02	2.980000e+02	3.000000e+02	2.09625
3.999325e-01	5.634433e-01	-1.109943e-01	-5.308314e-01	1.125914e-01	2.980000e+02	3.000000e+02	1.60527
3.429418e-01	7.694550e-01	-1.736439e-01	-5.100422e-01	8.231453e-02	2.980000e+02	3.000000e+02	2.65445
5.010487e-01	8.095941e-01	-9.364469e-02	-5.295068e-01	7.750900e-02	2.980000e+02	3.000000e+02	2.04913
6.897561e-01	8.889038e-01	-1.393956e-01	-6.931952e-01	1.164631e-02	2.980000e+02	3.000000e+02	1.88847
6.941611e-01	1.072403e+00	-1.808181e-01	-5.062883e-01	4.769324e-02	2.980000e+02	3.000000e+02	2.33714
9.817680e-01	2.560503e-01	-1.328301e-01	-5.198015e-01	9.579748e-02	2.980000e+02	3.000000e+02	2.34970
6.917338e-01	8.808273e-01	-1.020745e-01	-5.510986e-01	3.075979e-02	2.980000e+02	3.000000e+02	1.81930
5.289201e-01	7.341906e-01	-1.055870e-01	-5.057404e-01	7.337838e-02	2.980000e+02	3.000000e+02	1.54652
6.272198e-01	8.314087e-01	-1.593617e-01	-5.535376e-01	6.583605e-02	2.980000e+02	3.000000e+02	1.63402
7.726555e-01	9.761477e-01	-1.381114e-01	-8.223424e-01	6.548435e-02	2.980000e+02	3.000000e+02	1.99916
4.350525e-01	6.020485e-01	-1.332478e-01	-5.122897e-01	1.157778e-01	2.980000e+02	3.000000e+02	1.56323
6.089751e-01	7.905931e-01	-1.514953e-01	-5.303864e-01	5.858205e-02	2.980000e+02	3.000000e+02	1.56963
6.273014e-01	9.434353e-01	-8.675382e-02	-5.407449e-01	1.167253e-02	2.980000e+02	3.000000e+02	1.90934
5.968848e-01	8.052830e-01	-1.128045e-01	-5.186057e-01	2.537513e-02	2.980000e+02	3.000000e+02	1.54162
4.640573e-01	6.306498e-01	-1.158586e-01	-5.726734e-01	5.632562e-02	2.980000e+02	3.000000e+02	1.67845
6.526999e-01	8.465118e-01	-8.934268e-02	-5.112177e-01	5.945629e-02	2.980000e+02	3.000000e+02	1.80050
8.480926e-01	6.683140e-01	-1.369672e-01	-8.554397e-01	5.215414e-02	2.980000e+02	3.000000e+02	2.39113
4.382984e-01	9.122413e-01	-6.473009e-02	-6.071749e-01	8.454680e-02	2.980000e+02	3.000000e+02	2.47526
6.724373e-01	8.432942e-01	-1.685712e-01	-9.946631e-01	7.391828e-02	2.980000e+02	3.000000e+02	2.10975
5.831169e-01	7.678236e-01	-1.330038e-01	-5.643777e-01	5.553888e-02	2.980000e+02	3.000000e+02	1.64333
4.951017e-01	7.016266e-01	-1.167562e-01	-5.744070e-01	4.668463e-02	2.980000e+02	3.000000e+02	1.62277
5.375025e-01	9.045380e-01	-1.282644e-01	-5.156333e-01	1.079356e-01	2.980000e+02	3.000000e+02	2.29933
5.002498e-01	6.833673e-01	-1.137540e-01	-5.394674e-01	8.826148e-02	2.980000e+02	3.000000e+02	1.61053
5.588690e-01	7.912144e-01	-9.580087e-02	-5.193773e-01	3.071715e-02	2.980000e+02	3.000000e+02	1.57173
5.102414e-01	6.761392e-01	-1.381345e-01	-5.107699e-01	1.844897e-02	2.980000e+02	3.000000e+02	1.57743
6.781641e-01	8.730347e-01	-1.594140e-01	-5.000219e-01	6.504584e-02	2.980000e+02	3.000000e+02	1.51206
6.567087e-01	6.771354e-01	-1.458190e-01	-5.113494e-01	6.309922e-02	2.980000e+02	3.000000e+02	2.18545
8.186143e-01	9.797693e-01	-9.994974e-02	-5.131434e-01	5.647299e-02	2.980000e+02	3.000000e+02	1.99168
8.617579e-01	1.089203e+00	-1.705174e-01	-8.158643e-01	1.731481e-02	2.980000e+02	3.000000e+02	1.99320
9.841900e-01	1.257291e+00	-1.628177e-01	-9.502890e-01	1.179612e-02	2.980000e+02	3.000000e+02	1.99617
5.160011e-01	7.092263e-01	-1.314952e-01	-5.449817e-01	5.555624e-02	2.980000e+02	3.000000e+02	1.58260
5.146553e-01	6.937018e-01	-1.509369e-01	-5.842671e-01	7.945680e-02	2.980000e+02	3.000000e+02	1.66207
8.794586e-01	1.275123e+00	-1.433584e-01	-5.629174e-01	4.280432e-02	2.980000e+02	3.000000e+02	2.13603
7.704456e-01	1.002454e+00	-1.327882e-01	-5.511228e-01	6.035588e-02	2.980000e+02	3.000000e+02	1.58504
9.277418e-01	1.136436e+00	-1.660521e-01	-6.190930e-01	1.210500e-02	2.980000e+02	3.000000e+02	1.82013
7.544748e-01	1.005873e+00	-1.241629e-01	-5.015804e-01	1.998252e-02	2.980000e+02	3.000000e+02	1.56007
6.999894e-01	1.060453e+00	-1.775581e-01	-5.183680e-01	8.695687e-02	2.980000e+02	3.000000e+02	2.26629
8.275045e-01	8.377104e-01	-1.620249e-01	-5.068754e-01	3.223956e-02	2.980000e+02	3.000000e+02	2.20167
6.280500e-01	8.181888e-01	-1.550255e-01	-5.065527e-01	7.498053e-02	2.980000e+02	3.000000e+02	1.52572
8.935074e-01	6.173181e-01	-1.777217e-01	-5.267685e-01	1.134303e-01	2.980000e+02	3.000000e+02	2.39100
8.061779e-01	1.005239e+00	-1.901027e-01	-8.882929e-01	7.146194e-02	2.980000e+02	3.000000e+02	2.03421
3.976858e-01	6.318593e-01	-1.649610e-01	-5.089749e-01	8.608287e-02	2.980000e+02	3.000000e+02	2.16286
